channel_type,row_index,이름,회원수,등록일,주소,조회수,결과,메모,이메일 주소,전화번호,홈페이지 주소,삭제일,본분교,학제,지역,설립구분,우편번호,학교명(영문),학교홈페이지,총장명,"학교대표
번호","학교대표
팩스번호",담당연락처,언론/과학문화 담당,대표전화
SNS그룹,63,딥러닝 자연어처리 연구그룹 - AI NLP KOREA,6871.0,2025. 1. 1.,https://www.facebook.com/groups/ainlp/,,,한국 인공지능 연구원 문의 중,,,,,,,,,,,,,,,,,
SNS그룹,64,파이썬 코딩,8782.0,2025. 1. 1.,https://www.facebook.com/groups/189445102003919/,,,정지숙 문의 중,,,,,,,,,,,,,,,,,
SNS그룹,65,IT업계에 사랑 받는 기술 For 개발자 / 디자이너 / IT기획자,1618.0,2025. 1. 1.,https://www.facebook.com/groups/itsideprojects/,,,내취미 문의 중,,,,,,,,,,,,,,,,,
SNS그룹,66,IT 다 봐요,1288.0,2025. 1. 1.,https://www.facebook.com/groups/itallview/,,,정태환 문의 중,,,,,,,,,,,,,,,,,
SNS그룹,67,SaaS 스터디 그룹,1627.0,2025. 1. 1.,https://www.facebook.com/groups/SaasStudyGroupKR/,,,임찬균 문의 중,,,,,,,,,,,,,,,,,
SNS그룹,68,"AI Startup community, 인공지능 스타트업 커뮤니티",22312.0,2025. 1. 1.,"AI Startup community, 인공지능 스타트업 커뮤니티",,,gpt magazine 문의중,,,,,,,,,,,,,,,,,
SNS그룹,69,Kotlin Korea,5500.0,2025. 9. 1.,https://www.facebook.com/groups/kotlinkr/members,,,허재위 문의중,,,,,,,,,,,,,,,,,
SNS그룹,70,Node.js Korea,14000.0,2025. 9. 1.,https://www.facebook.com/groups/nodejskr,,,강규현 문의중 ,,,,,,,,,,,,,,,,,
SNS그룹,71,AWSKRUG- AWS한국사용자모임,,2025. 9. 1.,https://www.facebook.com/groups/awskrug,,,박태성 문의중,,,,,,,,,,,,,,,,,
SNS그룹,72,생활코딩,,2025. 9. 1.,https://www.facebook.com/groups/codingeverybody/,,,영인운 문의중,,,,,,,,,,,,,,,,,
SNS그룹,73,모각코,,2025. 9. 1.,https://www.facebook.com/groups/mogaco/,,,유성민 문의중,,,,,,,,,,,,,,,,,
SNS그룹,74,에이전틱AI,1000.0,2025. 9. 1.,https://www.facebook.com/groups/agentic.ai.kr,,https://www.facebook.com/groups/agentic.ai.kr,Goos kim 문의중,,,,,,,,,,,,,,,,,
SNS그룹,75,"AI Video creator Startup community, 인공지능 비디오 크리에이터 스타트업 커뮤니티",,2025. 9. 1.,https://www.facebook.com/groups/233223248568623,,,윤주호 문의중,,,,,,,,,,,,,,,,,
SNS그룹,76,AI in Healthcare | 헬스케어 AI,,2025. 9. 1.,https://www.facebook.com/groups/healthcareai,,,최형진 문의중,,,,,,,,,,,,,,,,,
SNS그룹,77,카이스트 ai,,2025. 9. 1.,https://www.facebook.com/groups/366316917243114,,,윤혜진 문의중,,,,,,,,,,,,,,,,,
SNS그룹,78,_x0008_AI Agents KR,,2025. 9. 1.,https://www.facebook.com/groups/9546662462016100,,,Kangmo Kim 문의중,,,,,,,,,,,,,,,,,
SNS그룹,79,실무코딩withAI,,2025. 9. 1.,https://www.facebook.com/groups/smcoding,,,최형진 문의중,,,,,,,,,,,,,,,,,
SNS그룹,80,한국금융AI퀀트협회,,2025. 9. 1.,https://www.facebook.com/groups/342801969073425,,,윤혜진 문의중,,,,,,,,,,,,,,,,,
SNS그룹,81,AI Storyteller,,2025. 9. 1.,https://www.facebook.com/groups/aistoryteller,,,Kangmo kim 문의중,,,,,,,,,,,,,,,,,
SNS그룹,82,인공지능 비즈니스모델 연구회(AI Intelligent Digital Transformation),,2025. 9. 1.,https://www.facebook.com/groups/intellligent,,,임경민 문의중,,,,,,,,,,,,,,,,,
SNS그룹,83,[AI & Business] 인공지능과 경영,,2025. 9. 1.,https://www.facebook.com/groups/6814591838571629,,,홍창수 문의중,,,,,,,,,,,,,,,,,
SNS그룹,84,AI Robotics KR (인공지능 로봇틱스 코리아),,2025. 9. 1.,AI Robotics KR (인공지능 로봇틱스 코리아),,,이민경 문의중,,,,,,,,,,,,,,,,,
SNS그룹,85,한국인공지능포럼 (Korea AI Forum) w/ 생성 AI 아카데미,2400.0,2025. 9. 1.,https://www.facebook.com/groups/KoreaAIforum,,,이장우 문의중,,,,,,,,,,,,,,,,,
SNS그룹,86,AI 포럼/세미나/컨퍼런스/컨설팅,,2025. 9. 1.,https://www.facebook.com/groups/929996580371773,,,컨설팅토크 문의중,,,,,,,,,,,,,,,,,
SNS그룹,87,AI Korea (Deep Learning),,2025. 9. 1.,https://www.facebook.com/groups/AIKoreaOpen,,,김지원 문의중,,,,,,,,,,,,,,,,,
SNS그룹,88,IT독서실,13000.0,2025. 9. 1.,https://www.facebook.com/groups/itbook4u,,,Yong Joon Moon 문의중,,,,,,,,,,,,,,,,,
SNS그룹,89,"대한민국 IT개발자 프로그래머 이야기 (진로, 연봉, 회사 생활, 취업, 이직, 자기 개발)",,2025. 9. 1.,https://www.facebook.com/groups/devlife,,,모바일앱개발 문의중,,,,,,,,,,,,,,,,,
SNS그룹,90,IT인프라&네트워크전문가따라잡기,,2025. 9. 1.,https://www.facebook.com/groups/768728079812565,,,jung jae ra 문의중,,,,,,,,,,,,,,,,,
SNS그룹,91,[IT & 보안] 세미나 & 교육 & 설문조사,,2025. 9. 1.,https://www.facebook.com/groups/ITnSEC,,,auditor lee 문의중,,,,,,,,,,,,,,,,,
커뮤니티,0,이오플래닛,,2025. 9. 1.,https://eopla.net/magazines/34726,415.0,https://eopla.net/magazines/34726,,,,,,,,,,,,,,,,,,
커뮤니티,1,디씨인사이드 프로그래밍 갤러리,,2025. 9. 1.,https://gall.dcinside.com/board/view/?id=programming&no=2893079&page=1,130.0,https://gall.dcinside.com/board/view/?id=programming&no=2893079&page=1,,,,,,,,,,,,,,,,,,
커뮤니티,2,인디터웹,,2025. 9. 1.,https://inditor.co.kr/bbs/board.php?bo_table=str&wr_id=358,426.0,https://inditor.co.kr/bbs/board.php?bo_table=str&wr_id=358,,,,,,,,,,,,,,,,,,
커뮤니티,3,AI Dev - 인공지능 개발자 모임,,2025. 9. 1.,http://aidev.co.kr/freeboard/11797,279.0,https://aidev.co.kr/index.php?mid=freeboard&document_srl=16663,,,,,,,,,,,,,,,,,,
커뮤니티,4,AITUTOR21,,2025. 9. 1.,http://aitutor21.com/bbs/board.php?bo_table=contest&wr_id=59,624.0,https://aitutor21.com/contest/830,,,,,,,,,,,,,,,,,,
커뮤니티,5,데브코리아,,2025. 9. 1.,http://devkorea.co.kr/m01_seminar/1650,,,,,,,,,,,,,,,,,,,,
커뮤니티,6,돌고넷,,2025. 9. 1.,http://dolgo.net/tag/etc/question/767,,,,,,,,,,,,,,,,,,,,
커뮤니티,7,"꿈꾸는 개발자, DBA 커뮤니티 구루비",,2025. 9. 1.,http://gurubee.net/article/86058,,,,,,,,,,,,,,,,,,,,
커뮤니티,8,구루비,,2025. 9. 1.,http://www.gurubee.net/article/90044,,,,,,,,,,,,,,,,,,,,
커뮤니티,9,Iamroot,,2025. 9. 1.,http://www.iamroot.org/xe/index.php?mid=Knowledge&document_srl=219077,22.0,http://www.iamroot.org/xe/index.php?mid=Knowledge&document_srl=222816,,,,,,,,,,,,,,,,,,
커뮤니티,10,aigee,,2025. 9. 1.,https://aigee.ai/community/111916/%EC%A0%9C3%ED%9A%8C-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EC%A7%80%EB%8A%A5%ED%99%94%EB%A5%BC-%EC%9C%84%ED%95%9C-%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5-%ED%95%B4%EC%BB%A4%ED%86%A4,2.0,https://aigee.ai/community/113244/%EB%94%A5%ED%8E%98%EC%9D%B4%ED%81%AC-%EB%B2%94%EC%A3%84-%EB%8C%80%EC%9D%91%EC%9D%84-%EC%9C%84%ED%95%9C-AI-%ED%83%90%EC%A7%80-%EB%AA%A8%EB%8D%B8-%EA%B2%BD%EC%A7%84%EB%8C%80%ED%9A%8C-,,,,,,,,,,,,,,,,,,
커뮤니티,11,커리어리,,2025. 9. 1.,https://careerly.co.kr/comments/121148,47.0,https://careerly.co.kr/comments/122750,,,,,,,,,,,,,,,,,,
커뮤니티,12,뎁스노트,,2025. 9. 1.,https://devsnote.com/writings/4058,64.0,https://devsnote.com/@2555/post/9564,,,,,,,,,,,,,,,,,,
커뮤니티,13,파이토치,,2025. 1. 1.,https://discuss.pytorch.kr/t/topic/7241,77.0,https://discuss.pytorch.kr/t/ai/7951,,,,,,,,,,,,,,,,,,
커뮤니티,14,하모니케이알,,2025. 9. 1.,https://hamonikr.org/index.php?mid=Free_Board&document_srl=144907,104.0,https://hamonikr.org/index.php?mid=Free_Board&document_srl=145884,,,,,,,,,,,,,,,,,,
커뮤니티,15,자바스크립트데브,,2025. 9. 1.,https://jsdev.kr/t/2022-nh/6992,,,,,,,,,,,,,,,,,,,,
커뮤니티,16,오키코리아,,2025. 9. 1.,https://okky.kr/articles/1317344,58.0,https://okky.kr/articles/1544519,,,,,,,,,,,,,,,,,,
커뮤니티,17,PHP스쿨,,2025. 9. 1.,https://phpschool.com/gnuboard4/bbs/board.php?bo_table=adpr&wr_id=1427&page=&sfl=&stx=&sst=&sod=&spt=&page=&sca=%B1%E2%C5%B8,,,,,,,,,,,,,,,,,,,,
커뮤니티,18,스프,,2025. 9. 1.,https://soup.pw/projects/8595,,https://soup.pw/projects/66407,,,,,,,,,,,,,,,,,,
커뮤니티,19,CodeIgniter(한국 사용자포럼),,2025. 9. 1.,https://www.cikorea.net/bbs/view/ad?idx=24740&page=1&lists_style=,,https://www.cikorea.net/bbs/view/free?idx=28963&page=1&lists_style=,,,,,,,,,,,,,,,,,,
커뮤니티,20,LDS,,2025. 9. 1.,https://www.linuxdata.org/bbs/board.php?bo_table=info&wr_id=186&sfl=wr_subject&stx=2&sst=wr_datetime&sod=desc&sop=and&page=1&device=pc,371.0,https://www.linuxdata.org/bbs/board.php?bo_table=free&wr_id=411,,,,,,,,,,,,,,,,,,
커뮤니티,21,,,2025. 9. 1.,http://www.bizk.co.kr/board/new_read.php?sno=31511,,,,,,,,,,,,,,,,,,,,
커뮤니티,22,창업코리아커뮤니티,,2025. 9. 1.,https://www.dream.go.kr/changup/bbsCrd/communityDetail.do?seq=255&gubunType=A,,,,,,,,,,,,,,,,,,,,
커뮤니티,23,대구창조경제혁신센터,,2025. 9. 1.,https://startup.daegu.go.kr/index.do?menu_id=00002800&menu_link=/front/forum/forumMyList.do,,,,,,,,,,,,,,,,,,,,
커뮤니티,24,넥스트유니콘,,2025. 9. 1.,https://www.nextunicorn.kr/company/d3169c3cf8c3fb58,,,,,,,,,,,,,,,,,,,,
블로그,0,요즘것들,,2025. 1. 1.,https://blog.naver.com/allforyoung,,https://blog.naver.com/allforyoung/224026707765,,,,,,,,,,,,,,,,,,
블로그,1,뎁스노트 - 메이캔 블로그,,2025. 1. 1.,https://devsnote.com/%403101/post/9526,61.0,https://devsnote.com/%403101/post/9526,,,,,,,,,,,,,,,,,,
블로그,2,뎁스노트 - 인공지능팩토리 블로그,,2025. 1. 1.,https://devsnote.com/@2555/post/9176,77.0,https://blog.naver.com/aifactory20/224041049679,,,,,,,,,,,,,,,,,,
오픈단톡방,0,AI스타트업스터디커뮤니티_코드2969,,2025. 1. 1.,https://open.kakao.com/o/gqnC0JM,,,,,,,,,,,,,,,,,,,,
오픈단톡방,1,AI양자컴퓨팅스타트업스터디_코드2019,,2025. 1. 1.,https://open.kakao.com/o/gSr7ISrd,,,,,,,,,,,,,,,,,,,,
오픈단톡방,2,IT 톡 ,,2025. 1. 1.,https://open.kakao.com/o/gRaittKg,,,,,,,,,,,,,,,,,,,,
오픈단톡방,3,개발자커뮤니티,,2025. 1. 1.,https://open.kakao.com/o/gkERC3ce,,,,,,,,,,,,,,,,,,,,
오픈단톡방,4,게임개발101번지 ,,2025. 1. 1.,https://open.kakao.com/o/gmRxmxv,,,,,,,,,,,,,,,,,,,,
오픈단톡방,5,겜,,2025. 1. 1.,https://open.kakao.com/o/gxaZ4uA,,,,,,,,,,,,,,,,,,,,
오픈단톡방,6,데이터분석과 기계학습,,2025. 1. 1.,https://open.kakao.com/o/gHY6rPp,,,,,,,,,,,,,,,,,,,,
오픈단톡방,7,데이터사이언스 취업/이직,,2025. 1. 1.,https://open.kakao.com/o/g5Yqyctb,,,,,,,,,,,,,,,,,,,,
오픈단톡방,8,빅데이터분석기사 공모전/정보공유,,2025. 1. 1.,https://open.kakao.com/o/gpc6BuM,,,,,,,,,,,,,,,,,,,,
오픈단톡방,9,인공지능/딥러닝,,2025. 1. 1.,https://open.kakao.com/o/gkUvuUMc,,,,,,,,,,,,,,,,,,,,
오픈단톡방,10,전국에 있는 컴공&소웨생을 위한 커뮤니티 ,,2025. 1. 1.,https://open.kakao.com/o/gysUutgf,,,,,,,,,,,,,,,,,,,,
오픈단톡방,11,정보보안기사 필기/실기 스터디 ,,2025. 1. 1.,https://open.kakao.com/o/g6BaZXK,,,,,,,,,,,,,,,,,,,,
오픈단톡방,12,KCA 국가기술자격검정 정보 공유,,2025. 1. 1.,https://open.kakao.com/o/gBmJU9N,,,,,,,,,,,,,,,,,,,,
오픈단톡방,13,Deeplearning Playground(딥플),,2025. 1. 1.,비공개,,,,,,,,,,,,,,,,,,,,
오픈단톡방,14,IT행사 알리미2,652.0,2025. 1. 1.,https://open.kakao.com/o/ggFAj9C,,,자유 게시 가능,,,,,,,,,,,,,,,,,
오픈단톡방,15,메타버스 AI 지식공유 그룹,823.0,2025. 1. 1.,https://open.kakao.com/o/gghfDMee,,,라이프스킬즈 이동호 문의중,,,,,,,,,,,,,,,,,
오픈단톡방,16,인공지능사이드프로젝트,827.0,2025. 1. 1.,https://open.kakao.com/o/gqnC0JM,,,브라이언 문의중,,,,,,,,,,,,,,,,,
오픈단톡방,17,파이썬 처음처럼,707.0,2025. 1. 1.,https://open.kakao.com/o/gG6kgabb,,,황준원 문의중,,,,,,,,,,,,,,,,,
오픈단톡방,18,AI양자컴퓨팅스타트업커뮤니티,168.0,2025. 1. 1.,https://open.kakao.com/o/gSr7ISrd,,,브라이언AI스타트업 커뮤니티 승인 완료,,,,,,,,,,,,,,,,,
오픈단톡방,19,AI프렌즈,1467.0,2025. 1. 1.,https://open.kakao.com/o/ggewxi2,,,유용균 문의중,,,,,,,,,,,,,,,,,
오픈단톡방,20,바이블저니(성경 + AI 아트)- AI 코리아 커뮤니티,408.0,2025. 1. 1.,https://open.kakao.com/o/g9OOSZef,,,노주나 문의중,,,,,,,,,,,,,,,,,
오픈단톡방,21,인공지능 정보공유방,1493.0,2025. 1. 1.,https://open.kakao.com/o/gNF5DQqd,,,Yoshua 문의중 ,,,,,,,,,,,,,,,,,
대학교공문,0,가톨릭대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,1,감리교신학대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,2,강릉영동대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,3,강릉원주대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,4,강서대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,5,강원관광대학교,,2025. 9. 1.,,,,재확인  필요,,,,,,,,,,,,,,,,,
대학교공문,6,강원대학교 IT대학 전기전자공학과,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,7,거제대학교,,2025. 9. 1.,,,,재확인  필요,,,,,,,,,,,,,,,,,
대학교공문,8,건국대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,9,건양대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,10,경기과학기술대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,11,경남대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,12,경북대학교 IT대학,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,13,경북전문대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,14,경상국립대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,15,경성대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,16,경운대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,17,경일대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,18,경찰대학,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,19,계명문화대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,20,계원예술대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,21,고구려대학교,,2025. 9. 1.,,,,재확인  필요,,,,,,,,,,,,,,,,,
대학교공문,22,고신대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,23,과학기술연합대학원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,24,광신대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,25,광양보건대학교,,2025. 9. 1.,,,,재확인  필요,,,,,,,,,,,,,,,,,
대학교공문,26,광주대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,27,광주보건대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,28,광주여자대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,29,국군간호사관학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,30,국방대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,31,군산간호대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,32,군산대학교 산학협력단,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,33,군장대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,34,극동대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,35,금오공과대학교 인공지능공학과,,2025. 9. 1.,,,,재확인 필요,,,,,,,,,,,,,,,,,
대학교공문,36,기독간호대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,37,김포대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,38,김해대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,39,나사렛대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,40,남부대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,41,농협대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,42,대구공업대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,43,대구대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,44,대구보건대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,45,대구한의대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,46,대림대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,47,대원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,48,대전과학기술대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,49,대전신학대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,50,대학 가천대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,51,대학 가톨릭관동대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,52,대학 강동대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,53,대학 강원대학교 학생처 취업지원과,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,54,대학 강원대학교 IT대학,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,55,대학 경기대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,56,대학 경희대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,57,대학 계명대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,58,대학 고려대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,59,대학 고려사이버대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,60,대학 광운대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,61,대학 국민대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,62,대학 군산대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,63,대학 남서울대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,64,대학 단국대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,65,대학 대구가톨릭대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,66,대학 대전대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,67,대학 덕성여자대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,68,대학 동덕여자대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,69,대학 동명대학교,,2025. 9. 1.,,,,재확인  필요,,,,,,,,,,,,,,,,,
대학교공문,70,대학 동부산대학교,,2025. 9. 1.,,,,재확인  필요,,,,,,,,,,,,,,,,,
대학교공문,71,대학 동서대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,72,대학 동서울대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,73,대학 동아대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,74,대학 백석대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,75,대학 백석문화대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,76,대학 부경대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,77,대학 부산경상대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,78,대학 부산대학교 학생처 학생과,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,79,대학 삼육대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,80,대학 상지대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,81,대학 서강대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,82,대학 서경대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,83,대학 서울대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,84,대학 서정대학,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,85,대학 성신여자대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,86,대학 세종대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,87,대학 수원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,88,대학 순천향대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,89,대학 숭실사이버대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,90,대학 신구대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,91,대학 아주대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,92,대학 안동대학교,,2025. 9. 1.,,,,재확인 필요,,,,,,,,,,,,,,,,,
대학교공문,93,대학 연세대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,94,대학 용인대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,95,대학 우송대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,96,대학 우송정보대학,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,97,대학 울산대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,98,대학 을지대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,99,대학 인제대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,100,대학 인천대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,101,대학 전남과학대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,102,대학 전남대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,103,대학 전북대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,104,대학 제주대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,105,대학 조선대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,106,대학 창원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,107,대학 청주대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,108,대학 충남대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,109,대학 충북대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,110,대학 한국교통대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,111,대학 한국방송통신대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,112,대학 한남대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,113,대학 한동대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,114,대학 한라대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,115,대학 한림국제대학원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,116,대학 한신대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,117,대학 한양여자대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,118,대학 호서대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,119,대학 호원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,120,동국대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,121,동신대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,122,동아방송예술대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,123,동양대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,124,동양미래대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,125,동원과학기술대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,126,동원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,127,동의대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,128,두원공과대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,129,마산대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,130,목원대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
대학교공문,131,목포과학대학교,,2025. 9. 1.,,,,,,,,,,,,,,,,,,,,,
